[Report Generation Time (2023/12/06 23:56:57.752 )]
[Summary]
=========================[MMRF Temperature Sensor calibration]              Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.010
Calibration Procedure         0.120
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.070
=========================[MMRF Temperature Sensor calibration]              End=========================
=========================[Multi-Mode self calibration]                      Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         48.760
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.050
=========================[Multi-Mode self calibration]                      End=========================
=========================[GSM FHC DTS ( AFC )]                              Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.280
Calibration Procedure         2.190
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.210
=========================[GSM FHC DTS ( AFC )]                              End=========================
=========================[LTE MM TMS calibration]                           Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         1.260
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.120
=========================[LTE MM TMS calibration]                           End=========================
=========================[GSM FHC DTS ( AGC )]                              Start=========================
Item                          Time(s)   
Parse Config                  0.030
Read Initial Files            0.110
Calibration Procedure         3.500
Retry Procedure               0.000
Check Result                  0.030
Write NVRam & Output          0.100
=========================[GSM FHC DTS ( AGC )]                              End=========================
=========================[GSM FHC UTS]                                      Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.230
Calibration Procedure         3.820
Retry Procedure               0.000
Check Result                  1.080
Write NVRam & Output          0.220
=========================[GSM FHC UTS]                                      End=========================
=========================[GSM Path Test]                                    Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         0.000
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.010
=========================[GSM Path Test]                                    End=========================
[Report Generation Time (2023/12/06 23:56:57.752 )]
[MMRF Temperature Sensor calibration]
 Start Time:12/06/23 23:55:54.392 
Sample, Value
35.00, 523
    Total: 200 ms
[Multi-Mode self calibration]
 Start Time:12/06/23 23:55:54.592 
    Total: 48810 ms
[GSM FHC DTS ( AFC )]
 Start Time:12/06/23 23:56:43.792 
    Total: 2680 ms
[GSM CAP ID]
    CAP ID,        MIN,        MAX, Check Result
        67,          0,        255,         PASS
[GSM AFC Calibration]
[DCXO LPM Calibration]
Cload
66616
[AFC Calibration]
  Init DAC,    MIN DAC,    MAX DAC, Check Result
230, 5.875, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
251, 6.250, 3.500, 20.000, 20.000, -20.000, -20.000, PASS
Band: (GSM900)
Arfcn, PathLoss(M), PathLoss(D), MAX(M), MAX(D), MIN(M), MIN(D), Check Result
31, 8.375, 6.750, 20.000, 20.000, -20.000, -20.000, PASS
43, 8.375, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
77, 10.000, 5.625, 20.000, 20.000, -20.000, -20.000, PASS
100, 9.625, 6.000, 20.000, 20.000, -20.000, -20.000, PASS
124, 9.375, 6.875, 20.000, 20.000, -20.000, -20.000, PASS
1023, 9.375, 6.625, 20.000, 20.000, -20.000, -20.000, PASS
31, 5.625, 3.125, 20.000, 20.000, -20.000, -20.000, PASS
43, 5.625, 2.625, 20.000, 20.000, -20.000, -20.000, PASS
77, 7.250, 2.000, 20.000, 20.000, -20.000, -20.000, PASS
100, 6.875, 2.375, 20.000, 20.000, -20.000, -20.000, PASS
124, 6.500, 3.125, 20.000, 20.000, -20.000, -20.000, PASS
1023, 6.625, 3.000, 20.000, 20.000, -20.000, -20.000, PASS
31, 5.750, 3.375, 20.000, 20.000, -20.000, -20.000, PASS
43, 5.875, 2.875, 20.000, 20.000, -20.000, -20.000, PASS
77, 7.375, 2.125, 20.000, 20.000, -20.000, -20.000, PASS
100, 7.000, 2.500, 20.000, 20.000, -20.000, -20.000, PASS
124, 6.750, 3.375, 20.000, 20.000, -20.000, -20.000, PASS
1023, 6.875, 3.125, 20.000, 20.000, -20.000, -20.000, PASS
31, 4.875, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
43, 5.250, 3.875, 20.000, 20.000, -20.000, -20.000, PASS
77, 6.750, 2.875, 20.000, 20.000, -20.000, -20.000, PASS
100, 6.000, 3.125, 20.000, 20.000, -20.000, -20.000, PASS
124, 6.000, 4.000, 20.000, 20.000, -20.000, -20.000, PASS
1023, 6.000, 3.875, 20.000, 20.000, -20.000, -20.000, PASS
31, 6.125, 3.250, 20.000, 20.000, -20.000, -20.000, PASS
43, 6.375, 2.875, 20.000, 20.000, -20.000, -20.000, PASS
77, 7.750, 3.500, 20.000, 20.000, -20.000, -20.000, PASS
100, 6.875, 4.000, 20.000, 20.000, -20.000, -20.000, PASS
124, 7.125, 3.875, 20.000, 20.000, -20.000, -20.000, PASS
1023, 7.250, 4.000, 20.000, 20.000, -20.000, -20.000, PASS
Band: (DCS1800)
Arfcn, PathLoss(M), PathLoss(D), MAX(M), MAX(D), MIN(M), MIN(D), Check Result
515, 10.250, 6.125, 20.000, 20.000, -20.000, -20.000, PASS
530, 10.250, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
550, 9.750, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
580, 8.750, 6.125, 20.000, 20.000, -20.000, -20.000, PASS
650, 9.375, 6.375, 20.000, 20.000, -20.000, -20.000, PASS
680, 9.250, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
710, 8.750, 5.625, 20.000, 20.000, -20.000, -20.000, PASS
760, 9.125, 6.000, 20.000, 20.000, -20.000, -20.000, PASS
830, 8.875, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
885, 10.250, 5.875, 20.000, 20.000, -20.000, -20.000, PASS
515, 8.500, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
530, 8.500, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
550, 8.000, 5.000, 20.000, 20.000, -20.000, -20.000, PASS
580, 7.000, 4.500, 20.000, 20.000, -20.000, -20.000, PASS
650, 7.500, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
680, 7.375, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
710, 6.875, 4.000, 20.000, 20.000, -20.000, -20.000, PASS
760, 7.125, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
830, 6.875, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
885, 8.250, 4.125, 20.000, 20.000, -20.000, -20.000, PASS
515, 8.875, 5.125, 20.000, 20.000, -20.000, -20.000, PASS
530, 9.000, 5.250, 20.000, 20.000, -20.000, -20.000, PASS
550, 8.375, 5.500, 20.000, 20.000, -20.000, -20.000, PASS
580, 7.500, 5.125, 20.000, 20.000, -20.000, -20.000, PASS
650, 8.000, 5.375, 20.000, 20.000, -20.000, -20.000, PASS
680, 7.875, 5.125, 20.000, 20.000, -20.000, -20.000, PASS
710, 7.375, 4.500, 20.000, 20.000, -20.000, -20.000, PASS
760, 7.500, 4.875, 20.000, 20.000, -20.000, -20.000, PASS
830, 7.250, 5.125, 20.000, 20.000, -20.000, -20.000, PASS
885, 8.625, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
515, 8.125, 6.125, 20.000, 20.000, -20.000, -20.000, PASS
530, 7.625, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
550, 6.750, 5.750, 20.000, 20.000, -20.000, -20.000, PASS
580, 6.875, 5.375, 20.000, 20.000, -20.000, -20.000, PASS
650, 6.875, 5.250, 20.000, 20.000, -20.000, -20.000, PASS
680, 6.375, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
710, 6.625, 5.000, 20.000, 20.000, -20.000, -20.000, PASS
760, 7.250, 5.750, 20.000, 20.000, -20.000, -20.000, PASS
830, 6.500, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
885, 7.500, 5.250, 20.000, 20.000, -20.000, -20.000, PASS
515, 10.125, 7.500, 20.000, 20.000, -20.000, -20.000, PASS
530, 9.875, 7.375, 20.000, 20.000, -20.000, -20.000, PASS
550, 9.375, 7.125, 20.000, 20.000, -20.000, -20.000, PASS
580, 9.250, 6.875, 20.000, 20.000, -20.000, -20.000, PASS
650, 8.875, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
680, 8.750, 6.375, 20.000, 20.000, -20.000, -20.000, PASS
710, 8.875, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
760, 9.000, 6.625, 20.000, 20.000, -20.000, -20.000, PASS
830, 8.625, 6.375, 20.000, 20.000, -20.000, -20.000, PASS
885, 9.125, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
Band: (PCS1900)
Arfcn, PathLoss(M), PathLoss(D), MAX(M), MAX(D), MIN(M), MIN(D), Check Result
550, 11.625, 6.750, 20.000, 20.000, -20.000, -20.000, PASS
810, 10.125, 7.625, 20.000, 20.000, -20.000, -20.000, PASS
550, 9.875, 5.250, 20.000, 20.000, -20.000, -20.000, PASS
810, 8.250, 6.000, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.250, 5.750, 20.000, 20.000, -20.000, -20.000, PASS
810, 8.750, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.000, 7.125, 20.000, 20.000, -20.000, -20.000, PASS
810, 7.125, 7.250, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.875, 7.750, 20.000, 20.000, -20.000, -20.000, PASS
810, 8.875, 8.125, 20.000, 20.000, -20.000, -20.000, PASS
[GSM FHC UTS]
 Start Time:12/06/23 23:56:51.772 
Band: (GSM850)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
144, High, 9, 355, 359, 1.011268 ( 16568)
205, High, 9, 355, 354, 0.997183 ( 16337)
235, High, 9, 355, 352, 0.991549 ( 16245)
144, Low, 11, 266, 269, 1.011278 ( 16568)
205, Low, 11, 266, 265, 0.996241 ( 16322)
235, Low, 11, 266, 264, 0.992481 ( 16260)
Band: (GSM900)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
20, High, 9, 347, 344, 0.991354 ( 16242)
103, High, 9, 347, 347, 1.000000 ( 16384)
999, High, 9, 347, 341, 0.982709 ( 16100)
20, Low, 11, 256, 256, 1.000000 ( 16384)
103, Low, 11, 256, 256, 1.000000 ( 16384)
999, Low, 11, 256, 254, 0.992188 ( 16256)
Band: (DCS1800)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
516, High, 4, 372, 358, 0.962366 ( 15767)
540, High, 4, 372, 360, 0.967742 ( 15855)
580, High, 4, 372, 363, 0.975806 ( 15987)
615, High, 4, 372, 367, 0.986559 ( 16163)
645, High, 4, 372, 370, 0.994624 ( 16295)
670, High, 4, 372, 372, 1.000000 ( 16384)
725, High, 4, 372, 370, 0.994624 ( 16295)
740, High, 4, 372, 370, 0.994624 ( 16295)
775, High, 4, 372, 372, 1.000000 ( 16384)
842, High, 4, 372, 376, 1.010753 ( 16560)
516, Low, 7, 235, 228, 0.970213 ( 15895)
540, Low, 7, 235, 229, 0.974468 ( 15965)
580, Low, 7, 235, 231, 0.982979 ( 16105)
615, Low, 7, 235, 233, 0.991489 ( 16244)
645, Low, 7, 235, 234, 0.995745 ( 16314)
670, Low, 7, 235, 235, 1.000000 ( 16384)
725, Low, 7, 235, 234, 0.995745 ( 16314)
740, Low, 7, 235, 234, 0.995745 ( 16314)
775, Low, 7, 235, 234, 0.995745 ( 16314)
842, Low, 7, 235, 237, 1.008511 ( 16523)
Band: (PCS1900)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
516, High, 4, 411, 396, 0.963504 ( 15786)
540, High, 4, 411, 397, 0.965937 ( 15825)
580, High, 4, 411, 399, 0.970803 ( 15905)
615, High, 4, 411, 404, 0.982968 ( 16104)
670, High, 4, 411, 412, 1.002433 ( 16423)
700, High, 4, 411, 416, 1.012165 ( 16583)
725, High, 4, 411, 419, 1.019465 ( 16702)
740, High, 4, 411, 421, 1.024331 ( 16782)
775, High, 4, 411, 424, 1.031630 ( 16902)
805, High, 4, 411, 426, 1.036496 ( 16981)
516, Low, 7, 250, 244, 0.976000 ( 15990)
540, Low, 7, 250, 244, 0.976000 ( 15990)
580, Low, 7, 250, 245, 0.980000 ( 16056)
615, Low, 7, 250, 247, 0.988000 ( 16187)
670, Low, 7, 250, 251, 1.004000 ( 16449)
700, Low, 7, 250, 252, 1.008000 ( 16515)
725, Low, 7, 250, 254, 1.016000 ( 16646)
740, Low, 7, 250, 255, 1.020000 ( 16711)
775, Low, 7, 250, 256, 1.024000 ( 16777)
805, Low, 7, 250, 258, 1.032000 ( 16908)
    Total: 5350 ms
[GSM APC Calibration]
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
1, 190, 5, 686, 32.50000, 1.00000
1, 190, 6, 593, 31.00000, 1.00000
1, 190, 7, 495, 29.00000, 1.00000
1, 190, 8, 417, 27.00000, 1.00000
1, 190, 9, 355, 25.00000, 1.00000
1, 190, 10, 306, 23.00000, 1.00000
1, 190, 11, 266, 21.00000, 1.00000
1, 190, 12, 233, 19.00000, 1.00000
1, 190, 13, 206, 17.00000, 1.00000
1, 190, 14, 185, 15.00000, 1.00000
1, 190, 15, 166, 13.00000, 1.00000
1, 190, 16, 149, 11.00000, 1.00000
1, 190, 17, 137, 9.10000, 1.00000
1, 190, 18, 126, 7.00000, 1.00000
1, 190, 19, 119, 5.00000, 1.00000
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
2, 65, 5, 683, 32.50000, 1.00000
2, 65, 6, 589, 31.00000, 1.00000
2, 65, 7, 489, 29.00000, 1.00000
2, 65, 8, 409, 27.00000, 1.00000
2, 65, 9, 347, 25.00000, 1.00000
2, 65, 10, 297, 23.00000, 1.00000
2, 65, 11, 256, 21.00000, 1.00000
2, 65, 12, 224, 19.00000, 1.00000
2, 65, 13, 198, 17.00000, 1.00000
2, 65, 14, 177, 15.00000, 1.00000
2, 65, 15, 159, 13.00000, 1.00000
2, 65, 16, 145, 11.00000, 1.00000
2, 65, 17, 133, 9.00000, 1.00000
2, 65, 18, 124, 7.00000, 1.00000
2, 65, 19, 117, 5.10000, 1.00000
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
3, 700, 0, 716, 29.80000, 1.00000
3, 700, 1, 612, 28.00000, 1.00000
3, 700, 2, 524, 26.00000, 1.00000
3, 700, 3, 441, 24.00000, 1.00000
3, 700, 4, 372, 22.00000, 1.00000
3, 700, 5, 317, 20.00000, 1.00000
3, 700, 6, 272, 18.00000, 1.00000
3, 700, 7, 235, 16.00000, 1.00000
3, 700, 8, 205, 14.00000, 1.00000
3, 700, 9, 180, 12.00000, 1.00000
3, 700, 10, 160, 10.00000, 1.00000
3, 700, 11, 144, 8.00000, 1.00000
3, 700, 12, 131, 6.00000, 1.00000
3, 700, 13, 122, 4.10000, 1.00000
3, 700, 14, 115, 2.30000, 1.00000
3, 700, 15, 110, 0.50000, 1.00000
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
4, 660, 0, 798, 29.50000, 1.00000
4, 660, 1, 703, 28.00000, 1.00000
4, 660, 2, 587, 26.00000, 1.00000
4, 660, 3, 493, 24.00000, 1.00000
4, 660, 4, 411, 22.00000, 1.00000
4, 660, 5, 344, 20.00000, 1.00000
4, 660, 6, 292, 18.00000, 1.00000
4, 660, 7, 250, 16.00000, 1.00000
4, 660, 8, 217, 14.00000, 1.00000
4, 660, 9, 190, 12.00000, 1.00000
4, 660, 10, 168, 10.00000, 1.00000
4, 660, 11, 150, 8.00000, 1.00000
4, 660, 12, 137, 6.00000, 1.00000
4, 660, 13, 126, 4.00000, 1.00000
4, 660, 14, 119, 2.40000, 1.00000
4, 660, 15, 112, 0.20000, 1.00000
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
GSM850, 5, 32.52734, 32.50000, 31.00000, 34.50000, PASS
GSM850, 6, 30.99557, 31.00000, 30.00000, 32.00000, PASS
GSM850, 7, 29.02765, 29.00000, 28.00000, 30.00000, PASS
GSM850, 8, 27.02133, 27.00000, 26.00000, 28.00000, PASS
GSM850, 9, 25.01157, 25.00000, 24.00000, 26.00000, PASS
GSM850, 10, 23.02246, 23.00000, 22.00000, 24.00000, PASS
GSM850, 11, 21.00067, 21.00000, 20.00000, 22.00000, PASS
GSM850, 12, 19.02576, 19.00000, 18.00000, 20.00000, PASS
GSM850, 13, 16.97891, 17.00000, 16.00000, 18.00000, PASS
GSM850, 14, 15.06680, 15.00000, 14.00000, 16.00000, PASS
GSM850, 15, 13.04666, 13.00000, 12.00000, 14.00000, PASS
GSM850, 16, 10.97455, 11.00000, 10.00000, 12.00000, PASS
GSM850, 17, 9.18655, 9.10000, 8.00000, 11.00000, PASS
GSM850, 18, 7.01465, 7.00000, 6.00000, 8.00000, PASS
GSM850, 19, 5.18652, 5.00000, 4.00000, 6.00000, PASS
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
GSM900, 5, 32.52805, 32.50000, 31.00000, 34.50000, PASS
GSM900, 6, 30.99713, 31.00000, 30.00000, 32.00000, PASS
GSM900, 7, 29.01666, 29.00000, 28.00000, 30.00000, PASS
GSM900, 8, 26.99139, 27.00000, 26.00000, 28.00000, PASS
GSM900, 9, 25.01340, 25.00000, 24.00000, 26.00000, PASS
GSM900, 10, 23.01666, 23.00000, 22.00000, 24.00000, PASS
GSM900, 11, 21.01599, 21.00000, 20.00000, 22.00000, PASS
GSM900, 12, 19.01917, 19.00000, 18.00000, 20.00000, PASS
GSM900, 13, 17.01447, 17.00000, 16.00000, 18.00000, PASS
GSM900, 14, 15.00195, 15.00000, 14.00000, 16.00000, PASS
GSM900, 15, 12.98251, 13.00000, 12.00000, 14.00000, PASS
GSM900, 16, 11.09094, 11.00000, 10.00000, 12.00000, PASS
GSM900, 17, 9.03946, 9.00000, 8.00000, 11.00000, PASS
GSM900, 18, 7.00971, 7.00000, 6.00000, 8.00000, PASS
GSM900, 19, 4.96786, 5.10000, 4.00000, 6.00000, PASS
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
DCS1800, 0, 29.82449, 29.80000, 28.50000, 31.50000, PASS
DCS1800, 1, 28.01645, 28.00000, 27.00000, 29.00000, PASS
DCS1800, 2, 26.01703, 26.00000, 25.00000, 27.00000, PASS
DCS1800, 3, 24.03085, 24.00000, 23.00000, 25.00000, PASS
DCS1800, 4, 22.02649, 22.00000, 21.00000, 23.00000, PASS
DCS1800, 5, 20.03415, 20.00000, 19.00000, 21.00000, PASS
DCS1800, 6, 18.01352, 18.00000, 17.00000, 19.00000, PASS
DCS1800, 7, 16.03180, 16.00000, 15.00000, 17.00000, PASS
DCS1800, 8, 14.03662, 14.00000, 13.00000, 15.00000, PASS
DCS1800, 9, 12.03476, 12.00000, 11.00000, 13.00000, PASS
DCS1800, 10, 10.05331, 10.00000, 9.00000, 11.00000, PASS
DCS1800, 11, 8.07227, 8.00000, 7.00000, 9.00000, PASS
DCS1800, 12, 6.01828, 6.00000, 5.00000, 7.00000, PASS
DCS1800, 13, 4.16782, 4.10000, 3.10000, 5.00000, PASS
DCS1800, 14, 2.37201, 2.30000, 1.30000, 3.30000, PASS
DCS1800, 15, 0.75439, 0.50000, -0.50000, 2.00000, PASS
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
PCS1900, 0, 29.34344, 29.50000, 28.50000, 31.50000, PASS
PCS1900, 1, 28.01422, 28.00000, 27.00000, 29.00000, PASS
PCS1900, 2, 26.01614, 26.00000, 25.00000, 27.00000, PASS
PCS1900, 3, 24.02005, 24.00000, 23.00000, 25.00000, PASS
PCS1900, 4, 22.02423, 22.00000, 21.00000, 23.00000, PASS
PCS1900, 5, 20.00226, 20.00000, 19.00000, 21.00000, PASS
PCS1900, 6, 18.01141, 18.00000, 17.00000, 19.00000, PASS
PCS1900, 7, 16.02924, 16.00000, 15.00000, 17.00000, PASS
PCS1900, 8, 14.04681, 14.00000, 13.00000, 15.00000, PASS
PCS1900, 9, 12.04752, 12.00000, 11.00000, 13.00000, PASS
PCS1900, 10, 10.04660, 10.00000, 9.00000, 11.00000, PASS
PCS1900, 11, 7.98306, 8.00000, 7.00000, 9.00000, PASS
PCS1900, 12, 6.08713, 6.00000, 5.00000, 7.00000, PASS
PCS1900, 13, 4.05936, 4.00000, 3.10000, 5.00000, PASS
PCS1900, 14, 2.45404, 2.40000, 1.30000, 3.30000, PASS
PCS1900, 15, 0.40857, 0.20000, -0.50000, 2.00000, PASS
[EDGE 8-Level APC Calibration]
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
144, 9, 25.050, 24.822, 0.999756, 1.000244
205, 9, 25.050, 25.165, 1.000244, 1.000000
235, 9, 25.050, 25.128, 1.000244, 1.000000
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
144, 17, 9.013, 8.957, 1.000000, 1.000000
205, 17, 9.013, 9.007, 1.000000, 1.000000
235, 17, 9.013, 9.089, 1.000244, 1.000000
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
20, 9, 25.022, 24.937, 0.999756, 1.000000
103, 9, 25.022, 25.164, 1.000244, 1.000000
999, 9, 25.022, 24.829, 0.999268, 0.999756
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
20, 17, 8.958, 8.877, 0.999756, 1.000000
103, 17, 8.958, 9.141, 1.000244, 1.000000
999, 17, 8.958, 8.759, 0.999268, 0.999756
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 4, 22.012, 22.581, 0.999512, 0.998291
540, 4, 22.012, 22.448, 0.999512, 0.998779
580, 4, 22.012, 22.338, 0.999756, 0.999023
615, 4, 22.012, 22.143, 0.999756, 0.999512
645, 4, 22.012, 22.115, 1.000000, 0.999756
670, 4, 22.012, 22.037, 1.000000, 1.000000
725, 4, 22.012, 22.021, 1.000000, 1.000000
740, 4, 22.012, 21.965, 1.000000, 1.000000
775, 4, 22.012, 21.893, 1.000000, 1.000244
842, 4, 22.012, 21.782, 1.000244, 1.000732
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 10, 10.001, 10.615, 0.999512, 0.998291
540, 10, 10.001, 10.526, 0.999756, 0.998779
580, 10, 10.001, 10.323, 0.999756, 0.999023
615, 10, 10.001, 10.256, 1.000000, 0.999512
645, 10, 10.001, 10.113, 1.000000, 0.999756
670, 10, 10.001, 10.028, 1.000000, 1.000000
725, 10, 10.001, 10.038, 1.000000, 1.000000
740, 10, 10.001, 10.026, 1.000000, 1.000000
775, 10, 10.001, 9.930, 1.000000, 1.000244
842, 10, 10.001, 9.822, 1.000244, 1.000488
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 4, 22.046, 22.282, 1.000244, 0.999756
