[Report Generation Time (2023/12/06 23:56:57.752 )]
[Summary]
=========================[MMRF Temperature Sensor calibration]              Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.010
Calibration Procedure         0.120
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.070
=========================[MMRF Temperature Sensor calibration]              End=========================
=========================[Multi-Mode self calibration]                      Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         48.760
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.050
=========================[Multi-Mode self calibration]                      End=========================
=========================[GSM FHC DTS ( AFC )]                              Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.280
Calibration Procedure         2.190
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.210
=========================[GSM FHC DTS ( AFC )]                              End=========================
=========================[LTE MM TMS calibration]                           Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         1.260
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.120
=========================[LTE MM TMS calibration]                           End=========================
=========================[GSM FHC DTS ( AGC )]                              Start=========================
Item                          Time(s)   
Parse Config                  0.030
Read Initial Files            0.110
Calibration Procedure         3.500
Retry Procedure               0.000
Check Result                  0.030
Write NVRam & Output          0.100
=========================[GSM FHC DTS ( AGC )]                              End=========================
=========================[GSM FHC UTS]                                      Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.230
Calibration Procedure         3.820
Retry Procedure               0.000
Check Result                  1.080
Write NVRam & Output          0.220
=========================[GSM FHC UTS]                                      End=========================
=========================[GSM Path Test]                                    Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         0.000
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.010
=========================[GSM Path Test]                                    End=========================
[Report Generation Time (2023/12/06 23:56:57.752 )]
[MMRF Temperature Sensor calibration]
 Start Time:12/06/23 23:55:54.392 
Sample, Value
35.00, 523
    Total: 200 ms
[Multi-Mode self calibration]
 Start Time:12/06/23 23:55:54.592 
    Total: 48810 ms
[GSM FHC DTS ( AFC )]
 Start Time:12/06/23 23:56:43.792 
    Total: 2680 ms
[GSM CAP ID]
    CAP ID,        MIN,        MAX, Check Result
        67,          0,        255,         PASS
[GSM AFC Calibration]
[DCXO LPM Calibration]
Cload
66616
[AFC Calibration]
  Init DAC,    MIN DAC,    MAX DAC, Check Result
540, 4, 22.046, 22.305, 1.000244, 0.999756
580, 4, 22.046, 22.278, 1.000244, 0.999756
615, 4, 22.046, 22.115, 1.000000, 0.999756
670, 4, 22.046, 22.006, 1.000000, 1.000000
700, 4, 22.046, 21.806, 0.999756, 1.000244
725, 4, 22.046, 21.779, 0.999756, 1.000244
740, 4, 22.046, 21.788, 0.999756, 1.000244
775, 4, 22.046, 21.518, 0.999512, 1.000488
805, 4, 22.046, 21.473, 0.999512, 1.000732
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 10, 10.004, 10.197, 1.000244, 0.999756
540, 10, 10.004, 10.233, 1.000244, 0.999756
580, 10, 10.004, 10.226, 1.000244, 0.999756
615, 10, 10.004, 10.180, 1.000244, 1.000000
670, 10, 10.004, 9.960, 1.000000, 1.000000
700, 10, 10.004, 9.811, 0.999756, 1.000244
725, 10, 10.004, 9.768, 0.999756, 1.000244
740, 10, 10.004, 9.745, 0.999756, 1.000244
775, 10, 10.004, 9.548, 0.999512, 1.000488
805, 10, 10.004, 9.489, 0.999512, 1.000488
      Band,        PCL,    Pa Gain,   MIN Gain,   MAX Gain, Check Result
    GSM850,          5,        965,          0,       1600,         PASS
    GSM850,          6,        966,          0,       1600,         PASS
    GSM850,          7,        965,          0,       1600,         PASS
    GSM850,          8,        965,          0,       1600,         PASS
    GSM850,          9,        968,          0,       1600,         PASS
    GSM850,         10,        973,          0,       1600,         PASS
    GSM850,         11,        974,          0,       1600,         PASS
    GSM850,         12,        975,          0,       1600,         PASS
    GSM850,         13,        977,          0,       1600,         PASS
    GSM850,         14,        974,          0,       1600,         PASS
    GSM850,         15,        975,          0,       1600,         PASS
    GSM850,         16,        976,          0,       1600,         PASS
    GSM850,         17,        974,          0,       1600,         PASS
    GSM850,         18,        974,          0,       1600,         PASS
    GSM850,         19,        975,          0,       1600,         PASS
      Band,        PCL,   TX Power, Target Power,  MIN Power,  MAX Power, Check Result
    GSM850,          5,  27.506990,  27.000000,  25.500000,  28.500000,       PASS
    GSM850,          6,  27.440700,  27.000000,  25.500000,  28.500000,       PASS
    GSM850,          7,  27.509580,  27.000000,  25.500000,  28.500000,       PASS
    GSM850,          8,  27.479220,  27.000000,  25.500000,  28.500000,       PASS
    GSM850,          9,  24.996580,  25.000000,  24.000000,  26.000000,       PASS
    GSM850,         10,  22.952150,  23.000000,  22.000000,  24.000000,       PASS
    GSM850,         11,  20.953920,  21.000000,  20.000000,  22.000000,       PASS
    GSM850,         12,  18.944060,  19.000000,  18.000000,  20.000000,       PASS
    GSM850,         13,  16.951480,  17.000000,  16.000000,  18.000000,       PASS
    GSM850,         14,  14.935670,  15.000000,  14.000000,  16.000000,       PASS
    GSM850,         15,  12.964720,  13.000000,  11.000000,  15.000000,       PASS
    GSM850,         16,  10.945221,  11.000000,   9.000000,  13.000000,       PASS
    GSM850,         17,   8.968353,   9.000000,   7.000000,  11.000000,       PASS
    GSM850,         18,   7.008759,   7.000000,   5.000000,   9.000000,       PASS
    GSM850,         19,   4.585144,   5.000000,   3.000000,   7.000000,       PASS
      Band,        PCL,    Pa Gain,   MIN Gain,   MAX Gain, Check Result
    GSM900,          5,        955,          0,       1600,         PASS
    GSM900,          6,        955,          0,       1600,         PASS
    GSM900,          7,        954,          0,       1600,         PASS
    GSM900,          8,        956,          0,       1600,         PASS
    GSM900,          9,        957,          0,       1600,         PASS
    GSM900,         10,        958,          0,       1600,         PASS
    GSM900,         11,        962,          0,       1600,         PASS
    GSM900,         12,        961,          0,       1600,         PASS
    GSM900,         13,        960,          0,       1600,         PASS
    GSM900,         14,        961,          0,       1600,         PASS
    GSM900,         15,        961,          0,       1600,         PASS
    GSM900,         16,        960,          0,       1600,         PASS
    GSM900,         17,        960,          0,       1600,         PASS
    GSM900,         18,        960,          0,       1600,         PASS
    GSM900,         19,        961,          0,       1600,         PASS
      Band,        PCL,   TX Power, Target Power,  MIN Power,  MAX Power, Check Result
    GSM900,          5,  26.970180,  27.000000,  25.500000,  28.500000,       PASS
    GSM900,          6,  26.992830,  27.000000,  25.500000,  28.500000,       PASS
    GSM900,          7,  26.988160,  27.000000,  25.500000,  28.500000,       PASS
    GSM900,          8,  26.833860,  27.000000,  25.500000,  28.500000,       PASS
    GSM900,          9,  24.974820,  25.000000,  24.000000,  26.000000,       PASS
    GSM900,         10,  22.972660,  23.000000,  22.000000,  24.000000,       PASS
    GSM900,         11,  20.904630,  21.000000,  20.000000,  22.000000,       PASS
    GSM900,         12,  18.985630,  19.000000,  18.000000,  20.000000,       PASS
    GSM900,         13,  17.015170,  17.000000,  16.000000,  18.000000,       PASS
    GSM900,         14,  14.907710,  15.000000,  14.000000,  16.000000,       PASS
    GSM900,         15,  12.971770,  13.000000,  11.000000,  15.000000,       PASS
    GSM900,         16,  10.968323,  11.000000,   9.000000,  13.000000,       PASS
    GSM900,         17,   8.925354,   9.000000,   7.000000,  11.000000,       PASS
    GSM900,         18,   6.979614,   7.000000,   5.000000,   9.000000,       PASS
    GSM900,         19,   5.013184,   5.000000,   3.000000,   7.000000,       PASS
      Band,        PCL,    Pa Gain,   MIN Gain,   MAX Gain, Check Result
   DCS1800,          0,        979,          0,       1600,         PASS
   DCS1800,          1,        979,          0,       1600,         PASS
   DCS1800,          2,        979,          0,       1600,         PASS
   DCS1800,          3,        984,          0,       1600,         PASS
   DCS1800,          4,        988,          0,       1600,         PASS
   DCS1800,          5,        987,          0,       1600,         PASS
   DCS1800,          6,        952,          0,       1600,         PASS
   DCS1800,          7,        952,          0,       1600,         PASS
   DCS1800,          8,        953,          0,       1600,         PASS
   DCS1800,          9,        952,          0,       1600,         PASS
   DCS1800,         10,        950,          0,       1600,         PASS
   DCS1800,         11,        952,          0,       1600,         PASS
   DCS1800,         12,        952,          0,       1600,         PASS
   DCS1800,         13,        950,          0,       1600,         PASS
   DCS1800,         14,        952,          0,       1600,         PASS
   DCS1800,         15,        950,          0,       1600,         PASS
      Band,        PCL,   TX Power, Target Power,  MIN Power,  MAX Power, Check Result
   DCS1800,          0,  26.122960,  26.000000,  24.500000,  28.000000,       PASS
   DCS1800,          1,  26.110320,  26.000000,  24.500000,  28.000000,       PASS
   DCS1800,          2,  26.145510,  26.000000,  24.500000,  28.000000,       PASS
   DCS1800,          3,  24.129910,  24.000000,  23.000000,  26.000000,       PASS
   DCS1800,          4,  21.991730,  22.000000,  21.000000,  24.000000,       PASS
   DCS1800,          5,  20.002290,  20.000000,  19.000000,  22.000000,       PASS
   DCS1800,          6,  18.035220,  18.000000,  17.000000,  19.000000,       PASS
   DCS1800,          7,  16.022000,  16.000000,  15.000000,  17.000000,       PASS
   DCS1800,          8,  13.956570,  14.000000,  13.000000,  15.000000,       PASS
   DCS1800,          9,  11.951320,  12.000000,  11.000000,  13.000000,       PASS
   DCS1800,         10,  10.018341,  10.000000,   8.000000,  11.000000,       PASS
   DCS1800,         11,   8.004272,   8.000000,   6.000000,  10.000000,       PASS
   DCS1800,         12,   5.977570,   6.000000,   4.000000,   8.000000,       PASS
   DCS1800,         13,   4.028534,   4.000000,   2.000000,   6.000000,       PASS
   DCS1800,         14,   1.968506,   2.000000,   0.000000,   4.000000,       PASS
   DCS1800,         15,   0.006256,   0.000000,  -2.000000,   2.000000,       PASS
      Band,        PCL,    Pa Gain,   MIN Gain,   MAX Gain, Check Result
   PCS1900,          0,        948,          0,       1600,         PASS
   PCS1900,          1,        948,          0,       1600,         PASS
   PCS1900,          2,        948,          0,       1600,         PASS
   PCS1900,          3,        957,          0,       1600,         PASS
   PCS1900,          4,        962,          0,       1600,         PASS
   PCS1900,          5,        961,          0,       1600,         PASS
   PCS1900,          6,        924,          0,       1600,         PASS
   PCS1900,          7,        924,          0,       1600,         PASS
   PCS1900,          8,        924,          0,       1600,         PASS
   PCS1900,          9,        920,          0,       1600,         PASS
   PCS1900,         10,        921,          0,       1600,         PASS
   PCS1900,         11,        919,          0,       1600,         PASS
   PCS1900,         12,        919,          0,       1600,         PASS
   PCS1900,         13,        917,          0,       1600,         PASS
   PCS1900,         14,        917,          0,       1600,         PASS
   PCS1900,         15,        917,          0,       1600,         PASS
      Band,        PCL,   TX Power, Target Power,  MIN Power,  MAX Power, Check Result
   PCS1900,          0,  25.615810,  25.500000,  24.500000,  28.000000,       PASS
   PCS1900,          1,  25.627870,  25.500000,  24.500000,  28.000000,       PASS
   PCS1900,          2,  25.628300,  25.500000,  24.500000,  28.000000,       PASS
   PCS1900,          3,  24.079800,  24.000000,  23.000000,  26.000000,       PASS
   PCS1900,          4,  22.018980,  22.000000,  21.000000,  24.000000,       PASS
   PCS1900,          5,  20.015780,  20.000000,  19.000000,  22.000000,       PASS
   PCS1900,          6,  18.039000,  18.000000,  17.000000,  19.000000,       PASS
   PCS1900,          7,  15.986240,  16.000000,  15.000000,  17.000000,       PASS
   PCS1900,          8,  13.905180,  14.000000,  13.000000,  15.000000,       PASS
   PCS1900,          9,  12.034210,  12.000000,  11.000000,  13.000000,       PASS
   PCS1900,         10,   9.990051,  10.000000,   8.000000,  11.000000,       PASS
   PCS1900,         11,   8.009308,   8.000000,   6.000000,  10.000000,       PASS
   PCS1900,         12,   5.956116,   6.000000,   4.000000,   8.000000,       PASS
   PCS1900,         13,   3.998505,   4.000000,   2.000000,   6.000000,       PASS
   PCS1900,         14,   2.049500,   2.000000,   0.000000,   4.000000,       PASS
   PCS1900,         15,   0.006653,   0.000000,  -2.000000,   2.000000,       PASS
[GSM Path Test]
 Start Time:12/06/23 23:56:57.132 
    Total: 10 ms
[Report Generation Time (2023/12/06 23:57:49.013 )]
[Summary]
=========================[WCDMA FHC V7]                                     Start=========================
Item                          Time(s)   
Parse Config                  0.080
Read Initial Files            0.090
Calibration Procedure         47.031
Retry Procedure               0.000
Check Result                  0.110
Write NVRam & Output          0.360
=========================[WCDMA FHC V7]                                     End=========================
[Report Generation Time (2023/12/06 23:57:49.013 )]
[WCDMA FHC V7]
 Start Time:12/06/23 23:57:00.722 
    Total: 47671 ms
[WCDMA AGC V7 Calibration]
[Main Path]
Band: 1, freq_idx:  0, loss: 6.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.563, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.875, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.375, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 5.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.469, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.875, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.844, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.438, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.750, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.406, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.781, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.531, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 9.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 9.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 10.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 9.125, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.563, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 10.219, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.344, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.531, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.031, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.094, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.906, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.219, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.531, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.406, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.469, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 10.188, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 11.375, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.875, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.938, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 11.344, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 6.875, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 6.563, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 8.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 6.563, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 5.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.156, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.750, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.438, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 8.938, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.594, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 6.688, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 8.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 8.250, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 9.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 9.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 11.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 9.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 8.563, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 10.594, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 8.250, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 7.156, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 6.844, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 8.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 6.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 6.094, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 8.125, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 7.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 7.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 8.125, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 7.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 9.031, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 7.688, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 7.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 9.188, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 8.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 10.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 9.688, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 10.906, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 9.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 8.938, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 10.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 8.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  3, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 7.156, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 6.938, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 8.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 7.219, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 6.188, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 8.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 7.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 7.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 8.031, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 7.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 9.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 8.156, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 7.156, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 9.375, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 8.906, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 10.094, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 9.875, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 11.563, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 10.156, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 9.125, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 11.250, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 8.906, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  4, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
[Diversity Path]
Band: 1, freq_idx:  0, loss: 6.406, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 4.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 5.344, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 4.219, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 5.031, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 4.344, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 4.438, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.750, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 5.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 6.375, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 5.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 9.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 10.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.375, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.750, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 7.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 8.438, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 5.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  0, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.781, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 5.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 5.906, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 5.063, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 5.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 4.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 4.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.125, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.406, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 7.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.500, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.656, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.094, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 10.188, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 11.469, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.031, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 9.313, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.469, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 8.719, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 6.094, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  1, loss: 0.000, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 6.781, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 7.969, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 5.625, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 5.813, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 4.781, (Min: -20.000, Max: 20.000), PASS
Band: 1, freq_idx:  2, loss: 5.313, (Min: -20.000, Max: 20.000), PASS
